Number,Group,Sub-group,Type,Protocol,Universe,Address,X,Y
1,Haut,Port 1,GRB,ArtNet,0,1,0,0
2,Haut,Port 1,GRB,ArtNet,0,4,3,0
3,Haut,Port 1,GRB,ArtNet,0,7,5,0
4,Haut,Port 1,GRB,ArtNet,0,10,8,0
5,Haut,Port 1,GRB,ArtNet,0,13,10,0
6,Haut,Port 1,GRB,ArtNet,0,16,13,0
7,Haut,Port 1,GRB,ArtNet,0,19,15,0
8,Haut,Port 1,GRB,ArtNet,0,22,18,0
9,Haut,Port 1,GRB,ArtNet,0,25,20,0
10,Haut,Port 1,GRB,ArtNet,0,28,23,0
11,Haut,Port 1,GRB,ArtNet,0,31,25,0
12,Haut,Port 1,GRB,ArtNet,0,34,28,0
13,Haut,Port 1,GRB,ArtNet,0,37,30,0
14,Haut,Port 1,GRB,ArtNet,0,40,33,0
15,Haut,Port 1,GRB,ArtNet,0,43,35,0
16,Haut,Port 1,GRB,ArtNet,0,46,38,0
17,Haut,Port 1,GRB,ArtNet,0,49,40,0
18,Haut,Port 1,GRB,ArtNet,0,52,43,0
19,Haut,Port 1,GRB,ArtNet,0,55,45,0
20,Haut,Port 1,GRB,ArtNet,0,58,48,0
21,Haut,Port 1,GRB,ArtNet,0,61,51,0
22,Haut,Port 1,GRB,ArtNet,0,64,53,0
23,Haut,Port 1,GRB,ArtNet,0,67,56,0
24,Haut,Port 1,GRB,ArtNet,0,70,58,0
25,Haut,Port 1,GRB,ArtNet,0,73,61,0
26,Haut,Port 1,GRB,ArtNet,0,76,63,0
27,Haut,Port 1,GRB,ArtNet,0,79,66,0
28,Haut,Port 1,GRB,ArtNet,0,82,68,0
29,Haut,Port 1,GRB,ArtNet,0,85,71,0
30,Haut,Port 1,GRB,ArtNet,0,88,73,0
31,Haut,Port 1,GRB,ArtNet,0,91,76,0
32,Haut,Port 1,GRB,ArtNet,0,94,78,0
33,Haut,Port 1,GRB,ArtNet,0,97,81,0
34,Haut,Port 1,GRB,ArtNet,0,100,83,0
35,Haut,Port 1,GRB,ArtNet,0,103,86,0
36,Haut,Port 1,GRB,ArtNet,0,106,88,0
37,Haut,Port 1,GRB,ArtNet,0,109,91,0
38,Haut,Port 1,GRB,ArtNet,0,112,93,0
39,Haut,Port 1,GRB,ArtNet,0,115,96,0
40,Haut,Port 1,GRB,ArtNet,0,118,98,0
41,Haut,Port 1,GRB,ArtNet,0,121,101,0
42,Haut,Port 1,GRB,ArtNet,0,124,104,0
43,Haut,Port 1,GRB,ArtNet,0,127,106,0
44,Haut,Port 1,GRB,ArtNet,0,130,109,0
45,Haut,Port 1,GRB,ArtNet,0,133,111,0
46,Haut,Port 1,GRB,ArtNet,0,136,114,0
47,Haut,Port 1,GRB,ArtNet,0,139,116,0
48,Haut,Port 1,GRB,ArtNet,0,142,119,0
49,Haut,Port 1,GRB,ArtNet,0,145,121,0
50,Haut,Port 1,GRB,ArtNet,0,148,124,0
51,Haut,Port 1,GRB,ArtNet,0,151,126,0
52,Haut,Port 1,GRB,ArtNet,0,154,129,0
53,Haut,Port 1,GRB,ArtNet,0,157,131,0
54,Haut,Port 1,GRB,ArtNet,0,160,134,0
55,Haut,Port 1,GRB,ArtNet,0,163,136,0
56,Haut,Port 1,GRB,ArtNet,0,166,139,0
57,Haut,Port 1,GRB,ArtNet,0,169,141,0
58,Haut,Port 1,GRB,ArtNet,0,172,144,0
59,Haut,Port 1,GRB,ArtNet,0,175,146,0
60,Haut,Port 1,GRB,ArtNet,0,178,149,0
61,Haut,Port 1,GRB,ArtNet,0,181,150,0
62,Haut,Port 1,GRB,ArtNet,0,184,150,3
63,Haut,Port 1,GRB,ArtNet,0,187,150,5
64,Haut,Port 1,GRB,ArtNet,0,190,150,8
65,Haut,Port 1,GRB,ArtNet,0,193,150,10
66,Haut,Port 1,GRB,ArtNet,0,196,150,13
67,Haut,Port 1,GRB,ArtNet,0,199,150,15
68,Haut,Port 1,GRB,ArtNet,0,202,150,18
69,Haut,Port 1,GRB,ArtNet,0,205,150,20
70,Haut,Port 1,GRB,ArtNet,0,208,150,23
71,Haut,Port 1,GRB,ArtNet,0,211,150,25
72,Haut,Port 1,GRB,ArtNet,0,214,150,28
73,Haut,Port 1,GRB,ArtNet,0,217,150,30
74,Haut,Port 1,GRB,ArtNet,0,220,150,33
75,Haut,Port 1,GRB,ArtNet,0,223,150,35
76,Haut,Port 1,GRB,ArtNet,0,226,150,38
77,Haut,Port 1,GRB,ArtNet,0,229,150,40
78,Haut,Port 1,GRB,ArtNet,0,232,150,43
79,Haut,Port 1,GRB,ArtNet,0,235,150,45
80,Haut,Port 1,GRB,ArtNet,0,238,150,48
81,Haut,Port 1,GRB,ArtNet,0,241,150,51
82,Haut,Port 1,GRB,ArtNet,0,244,150,53
83,Haut,Port 1,GRB,ArtNet,0,247,150,56
84,Haut,Port 1,GRB,ArtNet,0,250,150,58
85,Haut,Port 1,GRB,ArtNet,0,253,150,61
86,Haut,Port 1,GRB,ArtNet,0,256,150,63
87,Haut,Port 1,GRB,ArtNet,0,259,150,66
88,Haut,Port 1,GRB,ArtNet,0,262,150,68
89,Haut,Port 1,GRB,ArtNet,0,265,150,71
90,Haut,Port 1,GRB,ArtNet,0,268,150,73
91,Haut,Port 1,GRB,ArtNet,0,271,150,76
92,Haut,Port 1,GRB,ArtNet,0,274,150,78
93,Haut,Port 1,GRB,ArtNet,0,277,150,81
94,Haut,Port 1,GRB,ArtNet,0,280,150,83
95,Haut,Port 1,GRB,ArtNet,0,283,150,86
96,Haut,Port 1,GRB,ArtNet,0,286,150,88
97,Haut,Port 1,GRB,ArtNet,0,289,150,91
98,Haut,Port 1,GRB,ArtNet,0,292,150,93
99,Haut,Port 1,GRB,ArtNet,0,295,150,96
100,Haut,Port 1,GRB,ArtNet,0,298,150,98
101,Haut,Port 1,GRB,ArtNet,0,301,150,101
102,Haut,Port 1,GRB,ArtNet,0,304,150,104
103,Haut,Port 1,GRB,ArtNet,0,307,150,106
104,Haut,Port 1,GRB,ArtNet,0,310,150,109
105,Haut,Port 1,GRB,ArtNet,0,313,150,111
106,Haut,Port 1,GRB,ArtNet,0,316,150,114
107,Haut,Port 1,GRB,ArtNet,0,319,150,116
108,Haut,Port 1,GRB,ArtNet,0,322,150,119
109,Haut,Port 1,GRB,ArtNet,0,325,150,121
110,Haut,Port 1,GRB,ArtNet,0,328,150,124
111,Haut,Port 1,GRB,ArtNet,0,331,150,126
112,Haut,Port 1,GRB,ArtNet,0,334,150,129
113,Haut,Port 1,GRB,ArtNet,0,337,150,131
114,Haut,Port 1,GRB,ArtNet,0,340,150,134
115,Haut,Port 1,GRB,ArtNet,0,343,150,136
116,Haut,Port 1,GRB,ArtNet,0,346,150,139
117,Haut,Port 1,GRB,ArtNet,0,349,150,141
118,Haut,Port 1,GRB,ArtNet,0,352,150,144
119,Haut,Port 1,GRB,ArtNet,0,355,150,146
120,Haut,Port 1,GRB,ArtNet,0,358,150,149
121,Haut,Port 1,GRB,ArtNet,0,361,151,150
122,Haut,Port 1,GRB,ArtNet,0,364,148,150
123,Haut,Port 1,GRB,ArtNet,0,367,146,150
124,Haut,Port 1,GRB,ArtNet,0,370,143,150
125,Haut,Port 1,GRB,ArtNet,0,373,141,150
126,Haut,Port 1,GRB,ArtNet,0,376,138,150
127,Haut,Port 1,GRB,ArtNet,0,379,136,150
128,Haut,Port 1,GRB,ArtNet,0,382,133,150
129,Haut,Port 1,GRB,ArtNet,0,385,130,150
130,Haut,Port 1,GRB,ArtNet,0,388,128,150
131,Haut,Port 1,GRB,ArtNet,0,391,125,150
132,Haut,Port 1,GRB,ArtNet,0,394,123,150
133,Haut,Port 1,GRB,ArtNet,0,397,120,150
134,Haut,Port 1,GRB,ArtNet,0,400,118,150
135,Haut,Port 1,GRB,ArtNet,0,403,115,150
136,Haut,Port 1,GRB,ArtNet,0,406,113,150
137,Haut,Port 1,GRB,ArtNet,0,409,110,150
138,Haut,Port 1,GRB,ArtNet,0,412,108,150
139,Haut,Port 1,GRB,ArtNet,0,415,105,150
140,Haut,Port 1,GRB,ArtNet,0,418,103,150
141,Haut,Port 1,GRB,ArtNet,0,421,100,150
142,Haut,Port 1,GRB,ArtNet,0,424,98,150
143,Haut,Port 1,GRB,ArtNet,0,427,95,150
144,Haut,Port 1,GRB,ArtNet,0,430,93,150
145,Haut,Port 1,GRB,ArtNet,0,433,90,150
146,Haut,Port 1,GRB,ArtNet,0,436,88,150
147,Haut,Port 1,GRB,ArtNet,0,439,85,150
148,Haut,Port 1,GRB,ArtNet,0,442,82,150
149,Haut,Port 1,GRB,ArtNet,0,445,80,150
150,Haut,Port 1,GRB,ArtNet,0,448,77,150
151,Haut,Port 1,GRB,ArtNet,0,451,75,150
152,Haut,Port 1,GRB,ArtNet,0,454,72,150
153,Haut,Port 1,GRB,ArtNet,0,457,70,150
154,Haut,Port 1,GRB,ArtNet,0,460,67,150
155,Haut,Port 1,GRB,ArtNet,0,463,65,150
156,Haut,Port 1,GRB,ArtNet,0,466,62,150
157,Haut,Port 1,GRB,ArtNet,0,469,60,150
158,Haut,Port 1,GRB,ArtNet,0,472,57,150
159,Haut,Port 1,GRB,ArtNet,0,475,55,150
160,Haut,Port 1,GRB,ArtNet,0,478,52,150
161,Haut,Port 1,GRB,ArtNet,0,481,50,150
162,Haut,Port 1,GRB,ArtNet,0,484,47,150
163,Haut,Port 1,GRB,ArtNet,0,487,45,150
164,Haut,Port 1,GRB,ArtNet,0,490,42,150
165,Haut,Port 1,GRB,ArtNet,0,493,40,150
166,Haut,Port 1,GRB,ArtNet,0,496,37,150
167,Haut,Port 1,GRB,ArtNet,0,499,34,150
168,Haut,Port 1,GRB,ArtNet,0,502,32,150
169,Haut,Port 1,GRB,ArtNet,0,505,29,150
170,Haut,Port 1,GRB,ArtNet,0,508,27,150
171,Haut,Port 1,GRB,ArtNet,1,1,24,150
172,Haut,Port 1,GRB,ArtNet,1,4,22,150
173,Haut,Port 1,GRB,ArtNet,1,7,19,150
174,Haut,Port 1,GRB,ArtNet,1,10,17,150
175,Haut,Port 1,GRB,ArtNet,1,13,14,150
176,Haut,Port 1,GRB,ArtNet,1,16,12,150
177,Haut,Port 1,GRB,ArtNet,1,19,9,150
178,Haut,Port 1,GRB,ArtNet,1,22,7,150
179,Haut,Port 1,GRB,ArtNet,1,25,4,150
180,Haut,Port 1,GRB,ArtNet,1,28,2,150
181,Haut,Port 1,GRB,ArtNet,1,31,1,0
182,Haut,Port 1,GRB,ArtNet,1,34,1,3
183,Haut,Port 1,GRB,ArtNet,1,37,1,5
184,Haut,Port 1,GRB,ArtNet,1,40,1,8
185,Haut,Port 1,GRB,ArtNet,1,43,1,10
186,Haut,Port 1,GRB,ArtNet,1,46,1,13
187,Haut,Port 1,GRB,ArtNet,1,49,1,15
188,Haut,Port 1,GRB,ArtNet,1,52,1,18
189,Haut,Port 1,GRB,ArtNet,1,55,1,20
190,Haut,Port 1,GRB,ArtNet,1,58,1,23
191,Haut,Port 1,GRB,ArtNet,1,61,1,25
192,Haut,Port 1,GRB,ArtNet,1,64,1,28
193,Haut,Port 1,GRB,ArtNet,1,67,1,30
194,Haut,Port 1,GRB,ArtNet,1,70,1,33
195,Haut,Port 1,GRB,ArtNet,1,73,1,35
196,Haut,Port 1,GRB,ArtNet,1,76,1,38
197,Haut,Port 1,GRB,ArtNet,1,79,1,40
198,Haut,Port 1,GRB,ArtNet,1,82,1,43
199,Haut,Port 1,GRB,ArtNet,1,85,1,45
200,Haut,Port 1,GRB,ArtNet,1,88,1,48
201,Haut,Port 1,GRB,ArtNet,1,91,1,51
202,Haut,Port 1,GRB,ArtNet,1,94,1,53
203,Haut,Port 1,GRB,ArtNet,1,97,1,56
204,Haut,Port 1,GRB,ArtNet,1,100,1,58
205,Haut,Port 1,GRB,ArtNet,1,103,1,61
206,Haut,Port 1,GRB,ArtNet,1,106,1,63
207,Haut,Port 1,GRB,ArtNet,1,109,1,66
208,Haut,Port 1,GRB,ArtNet,1,112,1,68
209,Haut,Port 1,GRB,ArtNet,1,115,1,71
210,Haut,Port 1,GRB,ArtNet,1,118,1,73
211,Haut,Port 1,GRB,ArtNet,1,121,1,76
212,Haut,Port 1,GRB,ArtNet,1,124,1,78
213,Haut,Port 1,GRB,ArtNet,1,127,1,81
214,Haut,Port 1,GRB,ArtNet,1,130,1,83
215,Haut,Port 1,GRB,ArtNet,1,133,1,86
216,Haut,Port 1,GRB,ArtNet,1,136,1,88
217,Haut,Port 1,GRB,ArtNet,1,139,1,91
218,Haut,Port 1,GRB,ArtNet,1,142,1,93
219,Haut,Port 1,GRB,ArtNet,1,145,1,96
220,Haut,Port 1,GRB,ArtNet,1,148,1,98
221,Haut,Port 1,GRB,ArtNet,1,151,1,101
222,Haut,Port 1,GRB,ArtNet,1,154,1,104
223,Haut,Port 1,GRB,ArtNet,1,157,1,106
224,Haut,Port 1,GRB,ArtNet,1,160,1,109
225,Haut,Port 1,GRB,ArtNet,1,163,1,111
226,Haut,Port 1,GRB,ArtNet,1,166,1,114
227,Haut,Port 1,GRB,ArtNet,1,169,1,116
228,Haut,Port 1,GRB,ArtNet,1,172,1,119
229,Haut,Port 1,GRB,ArtNet,1,175,1,121
230,Haut,Port 1,GRB,ArtNet,1,178,1,124
231,Haut,Port 1,GRB,ArtNet,1,181,1,126
232,Haut,Port 1,GRB,ArtNet,1,184,1,129
233,Haut,Port 1,GRB,ArtNet,1,187,1,131
234,Haut,Port 1,GRB,ArtNet,1,190,1,134
235,Haut,Port 1,GRB,ArtNet,1,193,1,136
236,Haut,Port 1,GRB,ArtNet,1,196,1,139
237,Haut,Port 1,GRB,ArtNet,1,199,1,141
238,Haut,Port 1,GRB,ArtNet,1,202,1,144
239,Haut,Port 1,GRB,ArtNet,1,205,1,146
240,Haut,Port 1,GRB,ArtNet,1,208,1,149
241,Bas,Port 2,GRB,ArtNet,2,1,25,25
242,Bas,Port 2,GRB,ArtNet,2,4,26,25
243,Bas,Port 2,GRB,ArtNet,2,7,28,25
244,Bas,Port 2,GRB,ArtNet,2,10,30,25
245,Bas,Port 2,GRB,ArtNet,2,13,31,25
246,Bas,Port 2,GRB,ArtNet,2,16,33,25
247,Bas,Port 2,GRB,ArtNet,2,19,35,25
248,Bas,Port 2,GRB,ArtNet,2,22,36,25
249,Bas,Port 2,GRB,ArtNet,2,25,38,25
250,Bas,Port 2,GRB,ArtNet,2,28,40,25
251,Bas,Port 2,GRB,ArtNet,2,31,41,25
252,Bas,Port 2,GRB,ArtNet,2,34,43,25
253,Bas,Port 2,GRB,ArtNet,2,37,45,25
254,Bas,Port 2,GRB,ArtNet,2,40,46,25
255,Bas,Port 2,GRB,ArtNet,2,43,48,25
256,Bas,Port 2,GRB,ArtNet,2,46,50,25
257,Bas,Port 2,GRB,ArtNet,2,49,52,25
258,Bas,Port 2,GRB,ArtNet,2,52,53,25
259,Bas,Port 2,GRB,ArtNet,2,55,55,25
260,Bas,Port 2,GRB,ArtNet,2,58,57,25
261,Bas,Port 2,GRB,ArtNet,2,61,58,25
262,Bas,Port 2,GRB,ArtNet,2,64,60,25
263,Bas,Port 2,GRB,ArtNet,2,67,62,25
264,Bas,Port 2,GRB,ArtNet,2,70,63,25
265,Bas,Port 2,GRB,ArtNet,2,73,65,25
266,Bas,Port 2,GRB,ArtNet,2,76,67,25
267,Bas,Port 2,GRB,ArtNet,2,79,68,25
268,Bas,Port 2,GRB,ArtNet,2,82,70,25
269,Bas,Port 2,GRB,ArtNet,2,85,72,25
270,Bas,Port 2,GRB,ArtNet,2,88,73,25
271,Bas,Port 2,GRB,ArtNet,2,91,75,25
272,Bas,Port 2,GRB,ArtNet,2,94,77,25
273,Bas,Port 2,GRB,ArtNet,2,97,78,25
274,Bas,Port 2,GRB,ArtNet,2,100,80,25
275,Bas,Port 2,GRB,ArtNet,2,103,82,25
276,Bas,Port 2,GRB,ArtNet,2,106,83,25
277,Bas,Port 2,GRB,ArtNet,2,109,85,25
278,Bas,Port 2,GRB,ArtNet,2,112,87,25
279,Bas,Port 2,GRB,ArtNet,2,115,88,25
280,Bas,Port 2,GRB,ArtNet,2,118,90,25
281,Bas,Port 2,GRB,ArtNet,2,121,92,25
282,Bas,Port 2,GRB,ArtNet,2,124,93,25
283,Bas,Port 2,GRB,ArtNet,2,127,95,25
284,Bas,Port 2,GRB,ArtNet,2,130,97,25
285,Bas,Port 2,GRB,ArtNet,2,133,98,25
286,Bas,Port 2,GRB,ArtNet,2,136,100,25
287,Bas,Port 2,GRB,ArtNet,2,139,102,25
288,Bas,Port 2,GRB,ArtNet,2,142,104,25
289,Bas,Port 2,GRB,ArtNet,2,145,105,25
290,Bas,Port 2,GRB,ArtNet,2,148,107,25
291,Bas,Port 2,GRB,ArtNet,2,151,109,25
292,Bas,Port 2,GRB,ArtNet,2,154,110,25
293,Bas,Port 2,GRB,ArtNet,2,157,112,25
294,Bas,Port 2,GRB,ArtNet,2,160,114,25
295,Bas,Port 2,GRB,ArtNet,2,163,115,25
296,Bas,Port 2,GRB,ArtNet,2,166,117,25
297,Bas,Port 2,GRB,ArtNet,2,169,119,25
298,Bas,Port 2,GRB,ArtNet,2,172,120,25
299,Bas,Port 2,GRB,ArtNet,2,175,122,25
300,Bas,Port 2,GRB,ArtNet,2,178,124,25
301,Bas,Port 2,GRB,ArtNet,2,181,125,25
302,Bas,Port 2,GRB,ArtNet,2,184,125,27
303,Bas,Port 2,GRB,ArtNet,2,187,125,28
304,Bas,Port 2,GRB,ArtNet,2,190,125,30
305,Bas,Port 2,GRB,ArtNet,2,193,125,32
306,Bas,Port 2,GRB,ArtNet,2,196,125,33
307,Bas,Port 2,GRB,ArtNet,2,199,125,35
308,Bas,Port 2,GRB,ArtNet,2,202,125,37
309,Bas,Port 2,GRB,ArtNet,2,205,125,38
310,Bas,Port 2,GRB,ArtNet,2,208,125,40
311,Bas,Port 2,GRB,ArtNet,2,211,125,42
312,Bas,Port 2,GRB,ArtNet,2,214,125,43
313,Bas,Port 2,GRB,ArtNet,2,217,125,45
314,Bas,Port 2,GRB,ArtNet,2,220,125,47
315,Bas,Port 2,GRB,ArtNet,2,223,125,48
316,Bas,Port 2,GRB,ArtNet,2,226,125,50
317,Bas,Port 2,GRB,ArtNet,2,229,125,52
318,Bas,Port 2,GRB,ArtNet,2,232,125,54
319,Bas,Port 2,GRB,ArtNet,2,235,125,55
320,Bas,Port 2,GRB,ArtNet,2,238,125,57
321,Bas,Port 2,GRB,ArtNet,2,241,125,59
322,Bas,Port 2,GRB,ArtNet,2,244,125,60
323,Bas,Port 2,GRB,ArtNet,2,247,125,62
324,Bas,Port 2,GRB,ArtNet,2,250,125,64
325,Bas,Port 2,GRB,ArtNet,2,253,125,65
326,Bas,Port 2,GRB,ArtNet,2,256,125,67
327,Bas,Port 2,GRB,ArtNet,2,259,125,69
328,Bas,Port 2,GRB,ArtNet,2,262,125,70
329,Bas,Port 2,GRB,ArtNet,2,265,125,72
330,Bas,Port 2,GRB,ArtNet,2,268,125,74
331,Bas,Port 2,GRB,ArtNet,2,271,125,75
332,Bas,Port 2,GRB,ArtNet,2,274,125,77
333,Bas,Port 2,GRB,ArtNet,2,277,125,79
334,Bas,Port 2,GRB,ArtNet,2,280,125,80
335,Bas,Port 2,GRB,ArtNet,2,283,125,82
336,Bas,Port 2,GRB,ArtNet,2,286,125,84
337,Bas,Port 2,GRB,ArtNet,2,289,125,85
338,Bas,Port 2,GRB,ArtNet,2,292,125,87
339,Bas,Port 2,GRB,ArtNet,2,295,125,89
340,Bas,Port 2,GRB,ArtNet,2,298,125,90
341,Bas,Port 2,GRB,ArtNet,2,301,125,92
342,Bas,Port 2,GRB,ArtNet,2,304,125,94
343,Bas,Port 2,GRB,ArtNet,2,307,125,95
344,Bas,Port 2,GRB,ArtNet,2,310,125,97
345,Bas,Port 2,GRB,ArtNet,2,313,125,99
346,Bas,Port 2,GRB,ArtNet,2,316,125,101
347,Bas,Port 2,GRB,ArtNet,2,319,125,102
348,Bas,Port 2,GRB,ArtNet,2,322,125,104
349,Bas,Port 2,GRB,ArtNet,2,325,125,106
350,Bas,Port 2,GRB,ArtNet,2,328,125,107
351,Bas,Port 2,GRB,ArtNet,2,331,125,109
352,Bas,Port 2,GRB,ArtNet,2,334,125,111
353,Bas,Port 2,GRB,ArtNet,2,337,125,112
354,Bas,Port 2,GRB,ArtNet,2,340,125,114
355,Bas,Port 2,GRB,ArtNet,2,343,125,116
356,Bas,Port 2,GRB,ArtNet,2,346,125,117
357,Bas,Port 2,GRB,ArtNet,2,349,125,119
358,Bas,Port 2,GRB,ArtNet,2,352,125,121
359,Bas,Port 2,GRB,ArtNet,2,355,125,122
360,Bas,Port 2,GRB,ArtNet,2,358,125,124
361,Bas,Port 2,GRB,ArtNet,2,361,124,125
362,Bas,Port 2,GRB,ArtNet,2,364,122,125
363,Bas,Port 2,GRB,ArtNet,2,367,121,125
364,Bas,Port 2,GRB,ArtNet,2,370,119,125
365,Bas,Port 2,GRB,ArtNet,2,373,117,125
366,Bas,Port 2,GRB,ArtNet,2,376,116,125
367,Bas,Port 2,GRB,ArtNet,2,379,114,125
368,Bas,Port 2,GRB,ArtNet,2,382,112,125
369,Bas,Port 2,GRB,ArtNet,2,385,110,125
370,Bas,Port 2,GRB,ArtNet,2,388,109,125
371,Bas,Port 2,GRB,ArtNet,2,391,107,125
372,Bas,Port 2,GRB,ArtNet,2,394,105,125
373,Bas,Port 2,GRB,ArtNet,2,397,104,125
374,Bas,Port 2,GRB,ArtNet,2,400,102,125
375,Bas,Port 2,GRB,ArtNet,2,403,100,125
376,Bas,Port 2,GRB,ArtNet,2,406,99,125
377,Bas,Port 2,GRB,ArtNet,2,409,97,125
378,Bas,Port 2,GRB,ArtNet,2,412,95,125
379,Bas,Port 2,GRB,ArtNet,2,415,94,125
380,Bas,Port 2,GRB,ArtNet,2,418,92,125
381,Bas,Port 2,GRB,ArtNet,2,421,90,125
382,Bas,Port 2,GRB,ArtNet,2,424,89,125
383,Bas,Port 2,GRB,ArtNet,2,427,87,125
384,Bas,Port 2,GRB,ArtNet,2,430,85,125
385,Bas,Port 2,GRB,ArtNet,2,433,84,125
386,Bas,Port 2,GRB,ArtNet,2,436,82,125
387,Bas,Port 2,GRB,ArtNet,2,439,80,125
388,Bas,Port 2,GRB,ArtNet,2,442,79,125
389,Bas,Port 2,GRB,ArtNet,2,445,77,125
390,Bas,Port 2,GRB,ArtNet,2,448,75,125
391,Bas,Port 2,GRB,ArtNet,2,451,74,125
392,Bas,Port 2,GRB,ArtNet,2,454,72,125
393,Bas,Port 2,GRB,ArtNet,2,457,70,125
394,Bas,Port 2,GRB,ArtNet,2,460,69,125
395,Bas,Port 2,GRB,ArtNet,2,463,67,125
396,Bas,Port 2,GRB,ArtNet,2,466,65,125
397,Bas,Port 2,GRB,ArtNet,2,469,64,125
398,Bas,Port 2,GRB,ArtNet,2,472,62,125
399,Bas,Port 2,GRB,ArtNet,2,475,60,125
400,Bas,Port 2,GRB,ArtNet,2,478,58,125
